customer_id,transaction_date,amount
C0378,2024-07-24,22.58
C0352,2024-09-01,134.53
C0272,2024-03-23,26.04
C0189,2024-10-14,200.48
C0250,2024-07-30,93.41
C0200,2024-10-11,18.89
C0408,2024-04-04,57.8
C0428,2024-11-20,59.22
C0088,2024-03-12,19.98
C0211,2024-12-08,18.45
C0422,2024-02-23,68.72
C0412,2024-02-23,216.85
C0098,2024-01-20,97.4
C0192,2024-02-27,74.71
C0128,2024-12-02,77.15
C0339,2024-11-21,99.72
C0111,2024-06-09,110.07
C0162,2024-07-15,96.39
C0203,2024-07-30,130.6
C0072,2024-06-15,216.25
C0274,2024-04-11,19.71
C0170,2024-05-20,121.99
C0440,2024-03-26,46.75
C0110,2024-12-30,199.68
C0210,2024-07-18,340.99
C0239,2024-04-24,75.1
C0298,2024-03-17,87.95
C0019,2024-07-29,188.63
C0434,2024-09-24,74.28
C0438,2024-09-23,111.55
C0410,2024-01-11,14.25
C0426,2024-10-01,126.9
C0429,2024-08-17,115.83
C0219,2024-03-05,387.36
C0327,2024-02-21,141.02
C0375,2024-09-19,112.43
C0316,2024-11-19,31.06
C0153,2024-12-23,91.3
C0426,2024-02-20,252.29
C0045,2024-11-04,47.95
C0376,2024-09-25,155.47
C0117,2024-02-23,50.25
C0117,2024-09-16,60.41
C0304,2024-01-07,70.55
C0010,2024-12-13,282.92
C0214,2024-10-05,48.27
C0234,2024-11-08,57.46
C0053,2024-01-29,51.45
C0163,2024-09-26,27.66
C0285,2024-12-13,619.66
C0207,2024-08-25,53.81
C0092,2024-06-21,22.23
C0216,2024-12-23,58.98
C0046,2024-06-29,68.35
C0243,2024-11-15,178.05
C0489,2024-01-07,114.63
C0209,2024-06-17,29.91
C0440,2024-11-01,61.33
C0307,2024-06-09,23.56
C0436,2024-07-06,27.75
C0400,2024-05-11,33.42
C0217,2024-09-16,90.38
C0477,2024-06-26,215.5
C0290,2024-01-08,52.39
C0466,2024-10-18,87.71
C0122,2024-10-25,93.44
C0333,2024-05-25,28.88
C0412,2024-01-16,91.72
C0250,2024-07-05,56.45
C0420,2024-01-17,84.16
C0429,2024-02-08,79.81
C0029,2024-06-06,47.84
C0065,2024-04-17,257.44
C0291,2024-01-18,46.67
C0254,2024-09-09,23.28
C0441,2024-12-11,363.84
C0236,2024-03-10,102.47
C0151,2024-03-26,73.4
C0401,2024-04-04,553.48
C0029,2024-09-05,235.44
C0457,2024-08-16,164.14
C0349,2024-06-03,51.83
C0245,2024-11-27,178.41
C0160,2024-08-22,24.18
C0270,2024-09-14,113.27
C0372,2024-06-20,15.61
C0258,2024-05-14,242.69
C0235,2024-07-04,68.44
C0442,2024-04-04,181.75
C0067,2024-07-28,40.72
C0097,2024-04-02,17.05
C0449,2024-06-20,283.92
C0425,2024-01-25,68.95
C0084,2024-02-24,38.42
C0350,2024-06-15,102.91
C0219,2024-06-27,108.26
C0264,2024-05-29,16.14
C0214,2024-07-15,154.26
C0479,2024-11-25,88.31
C0377,2024-09-27,108.17
C0122,2024-12-04,145.59
C0028,2024-02-04,15.25
C0110,2024-10-20,81.68
C0146,2024-03-07,58.25
C0121,2024-12-05,74.33
C0178,2024-03-25,12.61
C0135,2024-12-08,83.49
C0194,2024-01-09,91.62
C0332,2024-11-22,20.31
C0101,2024-08-13,30.49
C0407,2024-04-22,113.73
C0000,2024-09-22,301.82
C0109,2024-07-18,45.18
C0472,2024-11-01,28.62
C0464,2024-07-06,23.16
C0367,2024-11-29,38.22
C0376,2024-10-05,465.69
C0494,2024-01-25,25.38
C0140,2024-02-12,90.91
C0145,2024-11-10,10.42
C0440,2024-04-01,112.67
C0154,2024-06-08,77.26
C0231,2024-08-07,50.85
C0301,2024-09-05,20.36
C0322,2024-01-06,140.44
C0431,2024-04-03,77.41
C0196,2024-01-25,15.23
C0337,2024-12-03,123.18
C0300,2024-06-23,265.66
C0494,2024-04-23,108.82
C0438,2024-07-21,195.63
C0486,2024-11-04,126.25
C0013,2024-02-14,35.45
C0232,2024-07-11,62.71
C0374,2024-08-01,29.95
C0274,2024-12-03,176.32
C0219,2024-12-13,141.51
C0288,2024-01-28,173.05
C0252,2024-05-05,16.15
C0409,2024-04-08,25.08
C0482,2024-06-16,89.54
C0332,2024-05-05,83.32
C0309,2024-05-29,24.53
C0495,2024-06-21,24.27
C0235,2024-08-01,221.69
C0231,2024-03-25,487.16
C0064,2024-05-13,53.92
C0063,2024-12-08,76.13
C0406,2024-12-17,54.29
C0490,2024-05-25,95.71
C0224,2024-11-08,32.17
C0346,2024-10-27,35.44
C0087,2024-10-29,12.55
C0169,2024-05-14,161.51
C0339,2024-12-12,40.27
C0136,2024-09-01,93.79
C0286,2024-01-21,142.81
C0111,2024-10-27,76.98
C0342,2024-05-27,40.29
C0116,2024-04-01,101.45
C0424,2024-01-25,48.43
C0296,2024-05-13,248.61
C0037,2024-03-15,97.91
C0167,2024-09-15,29.17
C0354,2024-08-12,19.59
C0145,2024-08-28,54.89
C0343,2024-08-24,39.25
C0000,2024-06-01,12.28
C0125,2024-12-10,47.99
C0220,2024-07-29,104.58
C0181,2024-11-24,94.89
C0402,2024-12-01,32.15
C0438,2024-02-03,67.27
C0044,2024-05-13,99.08
C0069,2024-12-17,188.11
C0490,2024-02-08,138.4
C0009,2024-01-30,135.49
C0273,2024-03-28,61.13
C0328,2024-01-15,59.01
C0167,2024-01-09,46.93
C0153,2024-07-27,12.03
C0098,2024-11-03,132.76
C0260,2024-10-02,174.88
C0110,2024-09-14,179.32
C0259,2024-04-18,137.35
C0094,2024-04-14,221.82
C0495,2024-07-09,36.28
C0008,2024-04-26,10.09
C0484,2024-10-24,205.98
C0375,2024-05-20,122.36
C0073,2024-03-13,152.71
C0129,2024-09-02,62.88
C0278,2024-04-12,385.34
C0486,2024-12-06,282.64
C0205,2024-06-27,227.41
C0222,2024-03-29,26.47
C0275,2024-08-23,15.6
C0492,2024-05-09,345.84
C0121,2024-12-24,109.97
C0374,2024-03-10,55.72
C0098,2024-03-22,33.14
C0339,2024-07-10,111.08
C0213,2024-11-10,10.68
C0381,2024-11-13,162.96
C0215,2024-12-26,56.24
C0216,2024-02-04,197.16
C0432,2024-12-23,112.6
C0029,2024-10-31,16.45
C0110,2024-08-19,177.34
C0209,2024-08-07,101.62
C0082,2024-02-11,88.95
C0172,2024-01-07,204.65
C0033,2024-02-05,25.86
C0407,2024-08-02,201.96
C0125,2024-12-02,120.67
C0330,2024-01-26,37.91
C0381,2024-10-10,172.15
C0165,2024-07-07,24.77
C0089,2024-06-24,49.87
C0183,2024-12-24,149.36
C0327,2024-06-27,301.41
C0223,2024-08-01,205.55
C0392,2024-04-18,132.09
C0190,2024-07-18,123.23
C0195,2024-02-04,216.39
C0245,2024-08-24,15.51
C0282,2024-01-01,74.53
C0229,2024-06-20,31.63
C0122,2024-11-26,122.9
C0416,2024-06-26,61.38
C0164,2024-07-05,102.71
C0226,2024-02-17,186.94
C0371,2024-06-23,21.14
C0115,2024-09-26,121.17
C0252,2024-11-12,55.1
C0272,2024-01-24,24.99
C0337,2024-02-19,46.57
C0497,2024-11-30,17.36
C0026,2024-09-27,208.41
C0246,2024-09-20,128.81
C0189,2024-02-16,209.13
C0353,2024-12-17,97.38
C0255,2024-08-09,252.49
C0268,2024-01-01,15.78
C0078,2024-08-23,84.99
C0348,2024-04-07,28.33
C0454,2024-07-10,80.88
C0037,2024-01-14,415.93
C0309,2024-07-27,70.01
C0088,2024-02-25,85.52
C0339,2024-03-25,62.88
C0021,2024-10-17,235.43
C0305,2024-05-01,121.95
C0426,2024-09-29,42.42
C0129,2024-05-11,81.92
C0481,2024-12-15,100.65
C0486,2024-11-20,40.06
C0447,2024-01-16,57.23
C0164,2024-07-19,64.25
C0184,2024-11-17,10.02
C0099,2024-12-07,195.71
C0277,2024-06-10,28.37
C0421,2024-09-07,17.0
C0017,2024-11-22,274.24
C0096,2024-01-01,22.69
C0259,2024-05-04,52.9
C0170,2024-02-28,107.11
C0283,2024-04-15,21.72
C0227,2024-07-06,527.26
C0463,2024-10-16,15.53
C0361,2024-02-25,107.99
C0439,2024-01-18,70.18
C0112,2024-08-16,126.0
C0188,2024-03-19,158.36
C0181,2024-10-12,160.53
C0313,2024-07-14,459.55
C0247,2024-05-25,443.48
C0295,2024-03-10,38.58
C0192,2024-03-08,494.54
C0051,2024-12-28,41.07
C0473,2024-11-29,205.73
C0430,2024-11-27,318.0
C0183,2024-06-27,11.84
C0019,2024-11-23,46.79
C0240,2024-01-24,87.13
C0454,2024-03-23,65.89
C0184,2024-11-11,64.02
C0285,2024-01-22,389.41
C0125,2024-02-11,21.29
C0030,2024-06-06,16.21
C0246,2024-05-01,45.39
C0397,2024-07-25,162.86
C0277,2024-02-25,43.35
C0056,2024-10-17,153.08
C0384,2024-11-03,209.99
C0197,2024-11-16,321.11
C0218,2024-10-03,206.36
C0491,2024-03-01,75.94
C0025,2024-12-01,22.28
C0099,2024-03-14,79.81
C0272,2024-07-05,229.1
C0427,2024-06-29,43.43
C0334,2024-06-10,57.33
C0451,2024-07-24,88.65
C0326,2024-04-05,127.52
C0009,2024-05-04,69.28
C0139,2024-11-21,116.34
C0360,2024-12-05,118.87
C0238,2024-02-27,19.15
C0401,2024-02-14,30.57
C0022,2024-11-30,317.12
C0281,2024-04-06,14.41
C0108,2024-02-24,59.79
C0184,2024-03-09,25.22
C0054,2024-04-06,80.96
C0293,2024-04-28,74.96
C0412,2024-06-02,156.09
C0066,2024-12-08,110.31
C0096,2024-06-17,85.74
C0070,2024-01-03,184.84
C0286,2024-03-22,267.8
C0104,2024-01-01,92.52
C0179,2024-08-11,270.79
C0009,2024-03-11,184.19
C0157,2024-08-15,90.28
C0443,2024-07-27,65.51
C0114,2024-07-09,117.23
C0306,2024-07-22,101.87
C0040,2024-02-01,55.02
C0154,2024-10-10,32.83
C0493,2024-07-05,171.41
C0129,2024-05-06,21.64
C0198,2024-01-13,52.0
C0214,2024-10-04,17.5
C0473,2024-07-21,15.74
C0100,2024-06-24,37.55
C0165,2024-02-10,18.4
C0423,2024-04-29,88.52
C0215,2024-08-16,199.0
C0351,2024-11-13,177.3
C0323,2024-12-02,21.82
C0305,2024-04-03,33.04
C0202,2024-12-06,89.12
C0182,2024-05-31,18.44
C0400,2024-09-30,140.52
C0211,2024-04-10,101.47
C0016,2024-03-13,230.94
C0156,2024-08-10,10.38
C0403,2024-02-16,222.78
C0264,2024-07-23,39.71
C0270,2024-09-03,146.22
C0435,2024-01-26,65.12
C0153,2024-06-22,335.84
C0337,2024-06-29,31.11
C0480,2024-10-24,90.64
C0491,2024-03-16,177.03
C0318,2024-05-10,66.86
C0054,2024-06-02,55.14
C0307,2024-12-21,293.01
C0262,2024-02-15,145.34
C0399,2024-07-07,146.58
C0128,2024-02-18,12.02
C0117,2024-05-23,69.85
C0156,2024-12-13,106.55
C0147,2024-12-01,118.38
C0333,2024-10-25,21.97
C0333,2024-07-17,76.3
C0120,2024-10-27,57.88
C0450,2024-03-08,135.57
C0458,2024-01-02,65.71
C0285,2024-02-18,238.23
C0043,2024-09-25,106.31
C0381,2024-04-07,119.88
C0148,2024-10-30,10.09
C0065,2024-08-21,388.47
C0078,2024-07-23,118.86
C0253,2024-10-30,90.0
C0083,2024-10-02,140.24
C0386,2024-07-01,141.4
C0321,2024-04-09,64.18
C0338,2024-06-10,286.03
C0237,2024-05-13,78.77
C0355,2024-10-04,21.45
C0179,2024-05-02,105.23
C0372,2024-02-20,31.29
C0479,2024-02-17,97.69
C0083,2024-06-03,200.65
C0356,2024-10-30,54.02
C0068,2024-01-11,42.04
C0386,2024-03-09,132.62
C0292,2024-01-09,110.87
C0092,2024-01-17,83.0
C0327,2024-05-28,191.11
C0421,2024-11-23,273.94
C0380,2024-02-04,46.57
C0013,2024-09-22,276.16
C0363,2024-04-28,39.96
C0168,2024-01-10,139.49
C0144,2024-08-10,86.03
C0267,2024-12-24,101.77
C0396,2024-12-19,57.76
C0213,2024-04-30,360.05
C0196,2024-01-19,265.88
C0080,2024-11-25,99.58
C0391,2024-05-04,119.87
C0446,2024-05-19,77.29
C0007,2024-09-06,50.71
C0308,2024-08-15,32.01
C0211,2024-04-21,30.55
C0476,2024-12-27,67.31
C0013,2024-08-27,67.57
C0468,2024-12-07,91.68
C0305,2024-06-15,233.87
C0342,2024-05-14,43.95
C0409,2024-10-20,13.74
C0043,2024-03-26,51.0
C0374,2024-05-24,107.69
C0293,2024-02-20,18.93
C0199,2024-09-04,29.8
C0056,2024-02-08,76.07
C0442,2024-01-18,17.78
C0312,2024-08-31,191.69
C0303,2024-10-24,31.69
C0109,2024-06-28,57.48
C0233,2024-10-08,72.78
C0278,2024-08-13,61.47
C0231,2024-12-08,22.55
C0063,2024-08-19,297.84
C0257,2024-01-18,20.6
C0228,2024-08-13,105.9
C0434,2024-09-02,116.07
C0253,2024-03-28,106.03
C0029,2024-06-20,36.31
C0342,2024-06-25,348.95
C0185,2024-08-05,210.3
C0430,2024-01-13,130.69
C0323,2024-02-11,109.63
C0228,2024-12-15,75.78
C0278,2024-09-07,43.12
C0320,2024-05-19,268.55
C0308,2024-01-18,253.96
C0004,2024-06-30,38.73
C0284,2024-09-15,201.09
C0378,2024-07-04,82.31
C0075,2024-04-17,341.55
C0076,2024-09-14,11.06
C0390,2024-10-08,200.35
C0203,2024-01-16,13.59
C0253,2024-07-06,171.97
C0270,2024-01-05,31.31
C0307,2024-11-28,41.68
C0365,2024-06-26,196.41
C0247,2024-05-06,120.79
C0411,2024-12-20,45.81
C0239,2024-08-15,151.24
C0064,2024-01-11,129.01
C0444,2024-05-30,49.48
C0495,2024-08-24,26.01
C0218,2024-05-30,313.85
C0477,2024-07-07,435.48
C0103,2024-12-01,175.32
C0361,2024-10-26,69.03
C0356,2024-09-12,226.49
C0219,2024-01-09,87.3
C0437,2024-08-31,59.1
C0311,2024-04-08,24.35
C0365,2024-08-13,149.2
C0105,2024-12-30,122.89
C0077,2024-03-15,288.35
C0323,2024-06-29,50.37
C0055,2024-04-14,154.95
C0255,2024-11-02,32.92
C0376,2024-05-22,144.15
C0260,2024-08-08,58.98
C0306,2024-01-10,46.31
C0003,2024-12-16,112.94
C0487,2024-10-18,385.58
C0459,2024-04-07,171.87
C0450,2024-01-09,213.66
C0145,2024-03-03,116.01
C0225,2024-04-14,99.91
C0348,2024-09-11,68.8
C0206,2024-01-28,35.92
C0075,2024-04-25,45.66
C0233,2024-01-01,28.39
C0217,2024-09-29,61.08
C0346,2024-12-09,97.54
C0169,2024-09-02,26.46
C0048,2024-10-20,168.8
C0131,2024-02-28,62.89
C0198,2024-08-02,10.74
C0471,2024-08-19,118.28
C0478,2024-08-26,55.93
C0167,2024-02-17,64.6
C0097,2024-08-03,72.9
C0473,2024-03-20,86.82
C0460,2024-01-27,71.04
C0447,2024-07-13,129.46
C0341,2024-04-23,208.75
C0123,2024-10-31,21.78
C0468,2024-11-07,139.78
C0043,2024-07-04,185.14
C0436,2024-03-24,15.62
C0155,2024-01-16,81.87
C0462,2024-05-24,73.38
C0332,2024-02-14,31.4
C0061,2024-12-21,135.66
C0018,2024-12-30,32.49
C0248,2024-04-26,50.46
C0033,2024-07-12,52.01
C0265,2024-02-11,49.93
C0230,2024-01-10,133.67
C0443,2024-05-07,15.15
C0391,2024-07-11,137.46
C0230,2024-03-18,30.37
C0212,2024-02-18,12.21
C0068,2024-02-27,24.44
C0478,2024-11-03,103.11
C0165,2024-06-19,12.75
C0483,2024-11-01,11.06
C0333,2024-04-06,94.03
C0042,2024-10-18,74.81
C0265,2024-04-04,228.41
C0384,2024-03-11,50.92
C0020,2024-04-01,271.6
C0311,2024-08-25,81.12
C0403,2024-06-30,231.13
C0004,2024-04-29,73.91
C0430,2024-07-16,313.96
C0018,2024-12-18,681.96
C0386,2024-10-03,59.8
C0039,2024-11-18,140.93
C0236,2024-02-24,17.72
C0171,2024-04-18,213.78
C0183,2024-07-16,50.78
C0460,2024-03-27,168.08
C0321,2024-10-01,306.36
C0390,2024-04-27,27.61
C0041,2024-11-10,87.12
C0016,2024-10-09,39.79
C0062,2024-03-02,128.06
C0016,2024-11-20,548.64
C0372,2024-09-02,87.27
C0080,2024-02-08,62.03
C0428,2024-07-15,15.95
C0195,2024-08-03,16.09
C0195,2024-11-02,20.95
C0324,2024-05-25,19.49
C0210,2024-09-24,24.31
C0285,2024-12-09,179.93
C0278,2024-07-27,236.07
C0287,2024-09-08,37.4
C0411,2024-07-06,167.99
C0213,2024-10-09,51.87
C0075,2024-05-27,37.22
C0432,2024-04-18,80.22
C0046,2024-11-10,30.51
C0102,2024-12-07,68.97
C0429,2024-01-27,132.74
C0166,2024-03-22,212.48
C0309,2024-09-10,117.88
C0419,2024-02-07,40.45
C0392,2024-07-19,37.97
C0254,2024-06-27,327.34
C0388,2024-08-07,127.16
C0166,2024-07-22,27.51
C0205,2024-05-29,41.03
C0303,2024-06-14,21.25
C0462,2024-03-28,24.96
C0134,2024-07-03,14.91
C0105,2024-05-12,134.19
C0297,2024-12-23,154.33
C0358,2024-05-25,161.12
C0462,2024-04-17,419.48
C0195,2024-11-22,124.34
C0478,2024-09-08,57.95
C0486,2024-04-28,10.78
C0497,2024-02-14,144.55
C0381,2024-02-13,126.22
C0325,2024-06-26,64.02
C0415,2024-01-03,24.36
C0073,2024-02-20,17.54
C0331,2024-04-02,52.74
C0006,2024-09-25,88.7
C0003,2024-05-17,44.21
C0016,2024-02-21,34.02
C0324,2024-08-06,81.16
C0276,2024-01-24,211.16
C0151,2024-09-15,68.77
C0356,2024-06-16,136.09
C0290,2024-02-25,80.51
C0295,2024-11-19,147.28
C0140,2024-06-03,113.42
C0419,2024-08-19,36.45
C0336,2024-09-14,10.99
C0179,2024-03-06,49.96
C0170,2024-01-22,46.25
C0438,2024-11-18,44.8
C0441,2024-08-03,250.51
C0102,2024-02-08,15.4
C0312,2024-06-29,94.16
C0012,2024-04-29,71.24
C0056,2024-02-09,66.42
C0127,2024-06-21,10.21
C0375,2024-01-05,83.04
C0381,2024-11-22,29.14
C0393,2024-12-27,135.34
C0066,2024-07-18,12.75
C0236,2024-11-22,45.16
C0069,2024-10-23,23.31
C0019,2024-08-13,39.86
C0408,2024-07-17,45.38
C0044,2024-11-21,132.97
C0090,2024-08-25,159.56
C0129,2024-08-01,109.0
C0334,2024-09-08,13.95
C0071,2024-06-13,154.72
C0288,2024-10-04,174.39
C0132,2024-09-30,111.88
C0372,2024-10-19,67.1
C0478,2024-11-15,88.84
C0169,2024-05-02,127.65
C0081,2024-03-27,27.84
C0309,2024-12-23,25.73
C0155,2024-01-02,85.12
C0168,2024-11-10,251.54
C0091,2024-06-29,23.82
C0147,2024-10-06,113.03
C0349,2024-11-09,107.16
C0409,2024-05-07,68.85
C0046,2024-02-22,24.33
C0452,2024-08-13,358.97
C0223,2024-06-02,80.72
C0146,2024-03-04,42.17
C0124,2024-06-27,67.4
C0381,2024-01-03,165.64
C0028,2024-01-11,12.5
C0441,2024-07-21,139.22
C0020,2024-02-08,376.67
C0045,2024-03-06,16.75
C0458,2024-04-20,113.93
C0192,2024-04-08,87.48
C0411,2024-04-12,156.05
C0042,2024-03-24,14.08
C0050,2024-07-28,16.64
C0447,2024-03-09,205.43
C0417,2024-07-06,163.37
C0414,2024-01-10,42.18
C0163,2024-03-25,16.83
C0325,2024-06-25,406.57
C0388,2024-08-05,124.73
C0492,2024-12-11,135.64
C0235,2024-01-26,47.93
C0253,2024-09-27,116.57
C0256,2024-05-23,101.05
C0435,2024-02-16,231.49
C0375,2024-07-26,71.49
C0148,2024-11-17,121.1
C0165,2024-03-30,38.06
C0357,2024-06-22,287.52
C0455,2024-09-20,69.09
C0198,2024-11-15,50.63
C0199,2024-12-06,152.73
C0275,2024-09-20,195.62
C0030,2024-09-05,84.88
C0264,2024-09-27,125.13
C0393,2024-10-11,139.99
C0291,2024-03-24,31.0
C0036,2024-12-07,305.26
C0424,2024-08-19,23.34
C0101,2024-06-14,32.67
C0372,2024-08-12,87.95
C0248,2024-03-31,42.05
C0089,2024-01-29,142.89
C0426,2024-08-07,135.74
C0220,2024-02-11,33.05
C0163,2024-12-26,23.48
C0301,2024-11-17,122.76
C0372,2024-05-08,18.06
C0425,2024-06-01,21.17
C0066,2024-01-06,96.45
C0325,2024-02-22,162.08
C0081,2024-03-27,175.65
C0149,2024-10-19,78.76
C0023,2024-07-30,112.29
C0208,2024-09-07,326.94
C0115,2024-08-24,96.7
C0494,2024-09-15,134.56
C0330,2024-08-03,36.84
C0491,2024-10-27,256.32
C0448,2024-01-24,25.58
C0034,2024-01-24,79.44
C0463,2024-01-16,150.13
C0242,2024-07-25,27.05
C0248,2024-09-23,188.79
C0217,2024-04-24,252.63
C0324,2024-03-15,44.57
C0102,2024-10-23,53.78
C0214,2024-11-10,71.21
C0203,2024-01-07,220.99
C0160,2024-12-22,304.31
C0001,2024-05-11,88.89
C0116,2024-06-12,31.1
C0332,2024-01-01,73.31
C0034,2024-04-21,180.54
C0035,2024-08-04,82.32
C0082,2024-03-05,21.34
C0306,2024-01-22,70.21
C0108,2024-12-22,20.27
C0163,2024-03-08,267.35
C0180,2024-06-17,55.55
C0065,2024-01-21,34.63
C0299,2024-04-12,11.78
C0284,2024-11-05,28.9
C0272,2024-12-01,81.44
C0242,2024-03-13,65.3
C0048,2024-04-10,30.26
C0175,2024-08-25,72.93
C0352,2024-04-08,35.65
C0441,2024-01-02,21.32
C0210,2024-05-02,251.01
C0143,2024-05-19,77.19
C0269,2024-09-03,18.15
C0388,2024-12-02,20.35
C0031,2024-03-14,292.17
C0068,2024-10-27,37.36
C0432,2024-04-09,218.49
C0061,2024-07-03,10.37
C0113,2024-05-22,47.94
C0169,2024-06-05,124.12
C0259,2024-03-22,71.2
C0432,2024-06-20,238.42
C0074,2024-09-26,400.22
C0113,2024-03-02,29.11
C0101,2024-12-27,250.31
C0254,2024-01-20,181.3
C0472,2024-11-08,33.75
C0195,2024-12-18,346.53
C0292,2024-01-08,79.89
C0235,2024-03-09,389.15
C0136,2024-08-21,27.88
C0125,2024-03-07,20.55
C0203,2024-01-29,179.26
C0184,2024-09-09,19.26
C0409,2024-03-02,64.29
C0067,2024-01-25,133.43
C0230,2024-10-26,24.82
C0470,2024-05-09,17.26
C0296,2024-06-20,22.83
C0491,2024-02-16,274.17
C0465,2024-11-28,195.12
C0057,2024-04-15,133.3
C0255,2024-11-07,29.11
C0472,2024-06-10,111.42
C0070,2024-09-11,54.87
C0054,2024-11-18,567.92
C0025,2024-11-08,179.31
C0052,2024-07-16,169.16
C0185,2024-10-31,227.68
C0496,2024-01-11,109.43
C0473,2024-05-25,25.58
C0103,2024-02-15,113.2
C0180,2024-07-05,69.72
C0490,2024-09-11,28.97
C0029,2024-09-20,223.69
C0366,2024-11-24,31.36
C0487,2024-10-07,119.17
C0330,2024-07-25,11.93
C0210,2024-08-02,300.95
C0479,2024-01-26,67.14
C0082,2024-06-18,148.85
C0187,2024-06-17,25.73
C0228,2024-04-06,36.53
C0278,2024-05-14,98.78
C0011,2024-03-12,37.01
C0219,2024-06-25,63.72
C0021,2024-09-25,12.96
C0106,2024-10-05,15.44
C0017,2024-08-29,15.73
C0281,2024-05-23,131.09
C0416,2024-06-02,68.25
C0240,2024-05-13,171.35
C0165,2024-04-15,136.83
C0410,2024-03-12,106.43
C0272,2024-09-03,34.55
C0185,2024-03-10,188.22
C0245,2024-09-18,76.71
C0139,2024-04-08,111.36
C0050,2024-05-30,70.97
C0103,2024-03-29,107.54
C0232,2024-07-01,34.91
C0078,2024-02-21,62.14
C0268,2024-08-13,133.93
C0033,2024-10-17,82.83
C0489,2024-04-29,203.22
C0246,2024-07-10,98.14
C0322,2024-07-28,347.66
C0371,2024-05-12,343.79
C0120,2024-04-03,75.32
C0128,2024-03-31,10.49
C0028,2024-07-28,20.59
C0296,2024-05-09,12.5
C0207,2024-01-24,59.33
C0355,2024-05-18,125.43
C0173,2024-01-29,37.31
C0142,2024-11-11,33.17
C0488,2024-10-25,55.59
C0432,2024-07-10,131.2
C0242,2024-09-14,41.31
C0321,2024-06-14,205.29
C0231,2024-10-08,402.52
C0333,2024-09-12,105.79
C0320,2024-11-18,110.26
C0401,2024-10-20,156.85
C0248,2024-11-16,61.14
C0361,2024-07-16,83.45
C0043,2024-12-21,18.41
C0016,2024-05-06,126.85
C0243,2024-03-16,178.05
C0449,2024-09-04,88.09
C0214,2024-06-06,26.0
C0084,2024-09-23,30.2
C0346,2024-08-03,345.04
C0422,2024-04-03,61.03
C0114,2024-08-07,86.89
C0010,2024-12-08,39.81
C0487,2024-04-14,11.45
C0001,2024-12-24,101.47
C0057,2024-06-28,88.09
C0348,2024-01-20,79.11
C0037,2024-05-27,125.34
C0385,2024-04-30,154.88
C0453,2024-06-17,26.18
C0224,2024-01-01,28.92
C0012,2024-02-17,27.1
C0370,2024-10-17,83.06
C0260,2024-10-04,40.96
C0184,2024-06-23,22.72
C0379,2024-11-04,282.45
C0068,2024-04-13,150.03
C0199,2024-08-03,89.17
C0015,2024-11-27,45.22
C0489,2024-02-08,339.94
C0255,2024-09-10,40.48
C0302,2024-06-20,23.8
C0497,2024-06-26,107.59
C0479,2024-01-15,36.62
C0318,2024-11-20,36.88
C0168,2024-11-25,216.89
C0304,2024-05-25,211.44
C0089,2024-02-29,44.13
C0226,2024-01-29,152.24
C0269,2024-03-19,80.55
C0152,2024-10-03,285.14
C0056,2024-07-04,86.72
C0275,2024-06-06,198.52
C0358,2024-03-17,173.71
C0445,2024-08-25,15.7
C0487,2024-01-18,98.65
C0415,2024-07-07,139.49
C0018,2024-08-06,248.97
C0119,2024-04-10,85.03
C0408,2024-07-14,393.19
C0343,2024-12-06,21.23
C0399,2024-08-05,28.7
C0221,2024-03-20,126.98
C0226,2024-01-16,90.23
C0011,2024-10-17,69.29
C0177,2024-08-15,42.59
C0287,2024-10-23,78.82
C0282,2024-06-01,33.07
C0091,2024-11-12,37.12
C0467,2024-04-12,51.36
C0256,2024-04-10,32.94
C0225,2024-08-24,201.42
C0397,2024-06-30,30.28
C0254,2024-05-01,66.02
C0314,2024-10-11,23.54
C0272,2024-08-19,36.71
C0441,2024-01-24,297.82
C0346,2024-01-25,48.79
C0115,2024-12-03,23.61
C0036,2024-10-08,78.03
C0226,2024-11-15,13.88
C0181,2024-12-27,85.09
C0413,2024-02-22,21.66
C0234,2024-09-23,172.09
C0495,2024-04-09,140.03
C0402,2024-01-15,43.5
C0100,2024-06-13,151.19
C0113,2024-04-16,18.07
C0129,2024-03-24,20.8
C0387,2024-08-01,280.59
C0278,2024-02-28,171.86
C0330,2024-07-12,21.47
C0412,2024-05-18,162.86
C0438,2024-02-19,12.79
C0201,2024-07-09,121.67
C0322,2024-06-29,139.02
C0439,2024-03-15,13.3
C0020,2024-06-19,553.05
C0047,2024-03-26,78.02
C0371,2024-11-01,140.91
C0068,2024-09-16,16.37
C0455,2024-01-09,32.91
C0418,2024-04-10,114.85
C0145,2024-12-18,71.62
C0240,2024-12-02,191.06
C0225,2024-01-06,84.87
C0066,2024-04-09,94.79
C0321,2024-09-14,138.39
C0412,2024-12-02,79.14
C0221,2024-06-04,59.35
C0157,2024-11-21,45.27
C0261,2024-10-09,25.74
C0228,2024-10-06,32.19
C0167,2024-02-16,10.22
C0213,2024-09-02,25.23
C0273,2024-02-13,19.83
C0362,2024-06-04,104.4
C0198,2024-06-10,83.75
C0233,2024-06-11,155.79
C0041,2024-10-10,76.1
C0205,2024-08-07,15.26
C0105,2024-04-27,23.16
C0455,2024-04-09,158.21
C0304,2024-12-19,26.65
C0102,2024-03-03,56.74
C0440,2024-10-19,170.17
C0126,2024-04-01,175.74
C0358,2024-02-22,22.94
C0131,2024-12-29,59.47
